"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"India","2011","Total","Female","34","Census - de facto - complete tabulation","Final figure, complete","2014","7030400","1"
"India","2011","Total","Female","35","Census - de facto - complete tabulation","Final figure, complete","2014","13385965","1"
"India","2011","Total","Female","35 - 39","Census - de facto - complete tabulation","Final figure, complete","2014","42221303","1"
"India","2011","Total","Female","36","Census - de facto - complete tabulation","Final figure, complete","2014","7760149","1"
"India","2011","Total","Female","37","Census - de facto - complete tabulation","Final figure, complete","2014","5907352","1"
"India","2011","Total","Female","38","Census - de facto - complete tabulation","Final figure, complete","2014","9381357","1"
"India","2011","Total","Female","39","Census - de facto - complete tabulation","Final figure, complete","2014","5786480","1"
"India","2011","Total","Female","40","Census - de facto - complete tabulation","Final figure, complete","2014","13355581","1"
"India","2011","Total","Female","40 - 44","Census - de facto - complete tabulation","Final figure, complete","2014","34892726","1"
"India","2011","Total","Female","41","Census - de facto - complete tabulation","Final figure, complete","2014","5395597","1"
"India","2011","Total","Female","42","Census - de facto - complete tabulation","Final figure, complete","2014","6523816","1"
"India","2011","Total","Female","43","Census - de facto - complete tabulation","Final figure, complete","2014","4865438","1"
"India","2011","Total","Female","44","Census - de facto - complete tabulation","Final figure, complete","2014","4752294","1"
"India","2011","Total","Female","45","Census - de facto - complete tabulation","Final figure, complete","2014","11187786","1"
"India","2011","Total","Female","45 - 49","Census - de facto - complete tabulation","Final figure, complete","2014","30180213","1"
"India","2011","Total","Female","46","Census - de facto - complete tabulation","Final figure, complete","2014","5257138","1"
"India","2011","Total","Female","47","Census - de facto - complete tabulation","Final figure, complete","2014","3908175","1"
"India","2011","Total","Female","48","Census - de facto - complete tabulation","Final figure, complete","2014","6081038","1"
"India","2011","Total","Female","49","Census - de facto - complete tabulation","Final figure, complete","2014","3746076","1"
"India","2011","Total","Female","50","Census - de facto - complete tabulation","Final figure, complete","2014","10083093","1"
"India","2011","Total","Female","50 - 54","Census - de facto - complete tabulation","Final figure, complete","2014","23225988","1"
"India","2011","Total","Female","51","Census - de facto - complete tabulation","Final figure, complete","2014","3562382","1"
"India","2011","Total","Female","52","Census - de facto - complete tabulation","Final figure, complete","2014","3666464","1"
"India","2011","Total","Female","53","Census - de facto - complete tabulation","Final figure, complete","2014","2782747","1"
"India","2011","Total","Female","54","Census - de facto - complete tabulation","Final figure, complete","2014","3131302","1"
"India","2011","Total","Female","55","Census - de facto - complete tabulation","Final figure, complete","2014","7838194","1"
"India","2011","Total","Female","55 - 59","Census - de facto - complete tabulation","Final figure, complete","2014","19690043","1"
"India","2011","Total","Female","56","Census - de facto - complete tabulation","Final figure, complete","2014","3405033","1"
"India","2011","Total","Female","57","Census - de facto - complete tabulation","Final figure, complete","2014","2259635","1"
"India","2011","Total","Female","58","Census - de facto - complete tabulation","Final figure, complete","2014","3646426","1"
"India","2011","Total","Female","59","Census - de facto - complete tabulation","Final figure, complete","2014","2540755","1"
"India","2011","Total","Female","60","Census - de facto - complete tabulation","Final figure, complete","2014","9133643","1"
"India","2011","Total","Female","60 - 64","Census - de facto - complete tabulation","Final figure, complete","2014","18961958","1"
"India","2011","Total","Female","61","Census - de facto - complete tabulation","Final figure, complete","2014","2931365","1"
"India","2011","Total","Female","62","Census - de facto - complete tabulation","Final figure, complete","2014","2853128","1"
"India","2011","Total","Female","63","Census - de facto - complete tabulation","Final figure, complete","2014","2016898","1"
"India","2011","Total","Female","64","Census - de facto - complete tabulation","Final figure, complete","2014","2026924","1"
"India","2011","Total","Female","65","Census - de facto - complete tabulation","Final figure, complete","2014","6746498","1"
"India","2011","Total","Female","65 - 69","Census - de facto - complete tabulation","Final figure, complete","2014","13510657","1"
"India","2011","Total","Female","66","Census - de facto - complete tabulation","Final figure, complete","2014","2233276","1"
"India","2011","Total","Female","67","Census - de facto - complete tabulation","Final figure, complete","2014","1251371","1"
"India","2011","Total","Female","68","Census - de facto - complete tabulation","Final figure, complete","2014","1908339","1"
"India","2011","Total","Female","69","Census - de facto - complete tabulation","Final figure, complete","2014","1371173","1"
"India","2011","Total","Female","70","Census - de facto - complete tabulation","Final figure, complete","2014","5592566","1"
"India","2011","Total","Female","70 - 74","Census - de facto - complete tabulation","Final figure, complete","2014","9557343","1"
"India","2011","Total","Female","71","Census - de facto - complete tabulation","Final figure, complete","2014","1499310","1"
"India","2011","Total","Female","72","Census - de facto - complete tabulation","Final figure, complete","2014","1074202","1"
"India","2011","Total","Female","73","Census - de facto - complete tabulation","Final figure, complete","2014","658155","1"
"India","2011","Total","Female","74","Census - de facto - complete tabulation","Final figure, complete","2014","733110","1"
"India","2011","Total","Female","75","Census - de facto - complete tabulation","Final figure, complete","2014","2493642","1"
"India","2011","Total","Female","75 - 79","Census - de facto - complete tabulation","Final figure, complete","2014","4741900","1"
"India","2011","Total","Female","76","Census - de facto - complete tabulation","Final figure, complete","2014","834882","1"
"India","2011","Total","Female","77","Census - de facto - complete tabulation","Final figure, complete","2014","396654","1"
"India","2011","Total","Female","78","Census - de facto - complete tabulation","Final figure, complete","2014","561458","1"
"India","2011","Total","Female","79","Census - de facto - complete tabulation","Final figure, complete","2014","455264","1"
"India","2011","Total","Female","80","Census - de facto - complete tabulation","Final figure, complete","2014","2059738","1"
"India","2011","Total","Female","80 - 84","Census - de facto - complete tabulation","Final figure, complete","2014","3293189","1"
"India","2011","Total","Female","81","Census - de facto - complete tabulation","Final figure, complete","2014","536294","1"
"India","2011","Total","Female","82","Census - de facto - complete tabulation","Final figure, complete","2014","297415","1"
"India","2011","Total","Female","83","Census - de facto - complete tabulation","Final figure, complete","2014","187239","1"
"India","2011","Total","Female","84","Census - de facto - complete tabulation","Final figure, complete","2014","212503","1"
"India","2011","Total","Female","85","Census - de facto - complete tabulation","Final figure, complete","2014","684271","1"
"India","2011","Total","Female","85 - 89","Census - de facto - complete tabulation","Final figure, complete","2014","1263061","1"
"India","2011","Total","Female","86","Census - de facto - complete tabulation","Final figure, complete","2014","232048","1"
"India","2011","Total","Female","87","Census - de facto - complete tabulation","Final figure, complete","2014","109063","1"
"India","2011","Total","Female","88","Census - de facto - complete tabulation","Final figure, complete","2014","123266","1"
"India","2011","Total","Female","89","Census - de facto - complete tabulation","Final figure, complete","2014","114413","1"
